track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
3X3XuCPTC95ARm9SguWsIa,Sweet Thing,What's The 411?,Mary J. Blige,1992-01-01,225333,55,0.69,0.343,0.651,9.56e-05,0.178,-7.86,0.101,79.305,4
0pZ5DROr0SaFcVX5IBkIaD,Tell Me If You Still Care,Miss Thang,Monica,1995-07-18,285773,30,0.677,0.0241,0.556,9.3e-05,0.0789,-9.636,0.0488,79.93,4
5ZbY8J67Qsv6Kko2tZOf5Z,Feel Like Makin' Love,Voodoo,D'Angelo,2000-01-25,382333,0,0.913,0.0979,0.201,0.487,0.0867,-9.511,0.15,87.359,4
3PaovpaWAYcNH6CCBXFfR5,The Love We Had (Stays On My Mind),Enter The Dru,Dru Hill,1998-10-27,335866,0,0.729,0.272,0.623,0.0,0.0791,-4.218,0.0897,138.239,4
7LpTPlYiVnDnV5BwVYJB0U,Groove Thang,Groove Thang,VanJess,2020-11-06,216009,34,0.827,0.174,0.704,0.00018,0.126,-7.033,0.084,102.986,4
7iAkNtFdZ07C7a7gFVDbRz,Don't Disturb This Groove,Ventriloquism,Meshell Ndegeocello,2018-03-16,277985,39,0.375,0.129,0.668,0.305,0.114,-9.22,0.0659,79.846,4
4o1E2c0ye1RlIJJqOM0dqP,Knocks Me Off My Feet,My Heart,Donell Jones,1996-06-04,222760,55,0.469,0.0663,0.594,0.0,0.0806,-8.209,0.0403,167.223,4
0bL1x6Y2OvJZbkB1B7o83u,Love Don't Live Here Anymore,Faith,Faith Evans,1995,257720,40,0.4,0.0571,0.469,0.000108,0.0954,-10.742,0.0577,82.281,4
7q83jvO3GjbyS7FnHoM1f2,Love Changes (feat. Mary J. Blige),Unpredictable,Jamie Foxx,2005-12-20,270733,41,0.698,0.0519,0.649,2.16e-06,0.28,-6.73,0.242,77.981,4
3OWjkfq3mlexSVFAGamhhr,Zoom,Timeless,Big Bub,1997-01-01,355800,38,0.723,0.141,0.387,0.000288,0.0229,-6.373,0.0348,82.047,4
1blZP5x1XQSqQFpTy12rFh,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",The Day,Babyface,1996-10-29,239733,47,0.887,0.0295,0.416,1.06e-05,0.066,-7.346,0.0518,94.013,4
12S0avZgcxEa4lJXC37tzX,Love Is Stronger Than Pride,Conexão - EP,Amber Mark,2018-05-04,232273,45,0.611,0.161,0.662,0.000372,0.069,-7.608,0.0403,159.961,4
2fdv8or6lmHe5KLTUvaJCD,How Sweet It Is (To Be Loved By You),Motown and Motown II,Michael McDonald,2004-01-01,319200,30,0.568,0.326,0.404,0.0,0.105,-10.076,0.104,76.912,4
0aqVhoenCvorCVcEZEfiLS,Sara Smile,The Very Best Of After 7,After 7,1997-01-01,272333,48,0.705,0.0881,0.55,1.25e-06,0.0549,-6.276,0.0413,137.977,4
505dB7vz9ou2Soj29y7ESw,Where Is The Love,Dead Presidents Vol. 1/Music From The Motion Picture,Various Artists,1995-01-01,252133,32,0.404,0.133,0.709,0.0,0.0624,-9.782,0.106,189.915,4
2alDGjN4yjJgkSSeoCCGae,Superwoman,"These Songs for You, Live!",Donny Hathaway,2004-06-08,402586,39,0.378,0.839,0.26,0.0304,0.715,-13.814,0.0363,94.311,4
7wb7R141Fp1oRitCNhKsyu,Let's Chill,"Charlie, Last Name Wilson",Charlie Wilson,2005-09-13,302440,41,0.642,0.0245,0.568,0.0,0.0768,-5.628,0.0473,75.008,4
2met1tFe07C9au1j8llxq8,Right And A Wrong Way,Go,Mario,2007-12-05,311533,0,0.611,0.0556,0.598,0.0,0.165,-6.661,0.0437,120.26,4
5X3012Ox7FlfpxsiTHuy0o,What You Won't Do For Love,"Here, My Dear",Terrace Martin,2011-12-13,349760,39,0.597,0.0138,0.478,0.000148,0.155,-9.75,0.04,82.107,4
5hIljtQ1fRvDRc1aHdhwWK,Lately,Uptown MTV Unplugged,Various Artists,1993-01-01,373626,0,0.377,0.631,0.315,0.0,0.946,-12.641,0.0619,126.168,4
3evLDlldkPh1TO9XDrNFv1,Visions,Conception - An Interpretation Of Stevie Wonder's Songs,Various Artists,2003-01-01,334693,32,0.457,0.47,0.37,0.0,0.116,-9.703,0.03,125.814,4
2Ee9amLUslOwgoJWZEpSSD,Mystery Lady (feat. Don Toliver),Mystery Lady (feat. Don Toliver),Masego,2020-11-10,228453,77,0.747,0.393,0.494,0.0,0.0982,-7.957,0.141,76.006,4
1BkK2fQUGALz7AaOSo7Swh,Love You Bad (feat. Phoelix),Dinner Party,Terrace Martin,2020-07-10,168203,56,0.775,0.0201,0.767,0.18,0.171,-6.545,0.1,89.553,4
3hNywmR93yvj68y2zl8mRt,Out Of Love,Eddie,Busty and the Bass,2020-08-14,290893,55,0.757,0.0185,0.718,1.1e-05,0.376,-6.009,0.184,107.068,4
05lsvPS8xqhvpmyDDfjM86,Fkn Around (Steppers Version),Fkn Around (Steppers Version),Phony Ppl,2020-07-30,219130,49,0.856,0.000601,0.373,5.33e-05,0.078,-6.628,0.163,92.043,4
60mKQHD4tf5NrzconZVeyV,Black Love,Black Love,Salaam Remi,2020-07-31,232871,48,0.747,0.0366,0.562,6.3e-05,0.107,-7.084,0.0586,101.022,4
68j5DYmCikBzcp60Sv6xWO,All I Need (with Mahalia & Ty Dolla $ign),All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,2020-05-14,243786,58,0.485,0.425,0.492,0.0,0.105,-6.462,0.331,78.001,4
5G7602PyF33hYDi4utEpoZ,Shibuya,Shibuya,Free Nationals,2019-11-08,144515,51,0.743,0.137,0.519,0.55,0.0502,-11.383,0.0617,93.005,4
0D15z5l7YWqwyJ8wkO2oaA,Mariposa,There's Only Being Yourself,Radiant Children,2020-11-18,184786,47,0.82,0.18,0.465,0.0,0.0907,-7.798,0.306,101.957,4
24G1PXBWoRgV0wDXZKwxzz,N Side,Apollo XXI,Steve Lacy,2019-05-24,224444,64,0.838,0.072,0.536,0.000259,0.208,-6.288,0.0435,119.956,4
24KUvSg9QsX6FWsOmN0ZxP,Stickin' (feat. Masego & VanJess),Stickin' (feat. Masego & VanJess),Sinead Harnett,2020-07-10,188805,62,0.668,0.0722,0.45,0.0,0.109,-8.257,0.314,82.999,4
0hfO4THmsjstA7svFPLTVS,Silver Tongue Devil (feat. Shenseea),Silver Tongue Devil (feat. Shenseea),Masego,2020-10-07,198299,61,0.789,0.513,0.653,0.000415,0.0992,-8.506,0.094,101.985,4
2tMYysaFyOLXamjOxGTavY,Lost,Lost,Otis Kane,2020-12-11,179495,48,0.715,0.665,0.363,0.0,0.111,-10.576,0.03,88.013,4
2xQAAd2pCT7q2HlWffAaMh,Vibrant,Vibrant,Stokley,2020-10-09,248414,47,0.776,0.036,0.777,0.0,0.368,-4.431,0.107,98.024,4
0rjvlFcg4QVi9dDzctDDGD,Freeze Tag (feat. Cordae & Phoelix),Dinner Party: Dessert,Terrace Martin,2020-10-09,191375,51,0.68,0.282,0.592,0.0,0.192,-7.669,0.443,83.129,4
0wcN45fKhDGWAd0GrWjdYM,Golden,HAN,Berhana,2019-10-18,119652,52,0.671,0.268,0.374,0.0189,0.324,-11.489,0.125,84.92,4
54pog56aKXKPjvSLNVpE61,High Up,Solaris,Shay Lia,2020-09-25,180576,47,0.623,0.571,0.503,0.0371,0.11,-9.289,0.212,197.689,4
4UpbTA0kccMXQqfuOSSPi1,I Love Me Too,Unpregnant (Original Motion Picture Soundtrack),Various Artists,2020-09-11,177644,45,0.788,0.121,0.798,0.0,0.0613,-4.277,0.0457,114.656,4
1exaZpUIfmgdBstO3DhAY8,Hit the Floor,Hit the Floor,Rare Essence,2020-09-20,221607,44,0.592,0.102,0.868,3.61e-06,0.0858,-4.05,0.145,87.94,4
1PrVLmXkJjh2vEhmBEKLeM,Dragonball Durag - Remix,Dragonball Durag (Remix),Thundercat,2020-08-25,221098,60,0.626,0.614,0.597,1.53e-05,0.122,-9.943,0.33,80.985,4
3tBOduABygszf71Q5e8Rpk,Lies,Lies,Terrace Martin,2020-02-14,168639,45,0.708,0.114,0.808,0.351,0.162,-6.36,0.0294,105.039,4
4rnriM1hFyeRrdRQSZd9uA,Positions,Positions,Nia Sultana,2018-11-02,146823,48,0.639,0.489,0.535,0.00126,0.109,-7.714,0.0596,84.975,4
698qfbrci5r8U0EKceXhml,Think About You - Notion Mix,Think About You (Notion Mix),Tiana Major9,2020-04-17,194882,58,0.774,0.00747,0.619,2.93e-05,0.081,-6.367,0.0907,86.747,4
42DZ6nBYhvyoLwmCUGz2T9,"Good To Know (feat. Masego, Kp & Ambriia)","Good To Know (feat. Masego, Kp & Ambriia)",Ciscero,2019-10-25,241755,53,0.877,0.246,0.387,0.00127,0.116,-7.487,0.146,97.35,4
1vBBPAR0hvBIBuq8NkYAUu,Apple,Sis.,KIRBY,2020-01-31,199603,49,0.377,0.0729,0.649,1.35e-06,0.237,-4.628,0.0519,154.717,4
0a8iHqEqV1FAcRGyDTKFym,No Bus,No Bus,lophiile,2019-09-25,184647,53,0.736,0.179,0.632,0.0,0.0924,-5.92,0.251,89.993,4
1Fwppfa2qKDAETKveNFsHR,Late Night,Painted,Lucky Daye,2019-05-24,237517,61,0.825,0.441,0.548,0.000842,0.179,-6.899,0.0809,98.976,4
4AvOXTQ2semU5FAmtl8vtk,Only You,Only You,Mayer Hawthorne,2020-03-02,194072,30,0.692,0.136,0.827,0.000563,0.0761,-2.604,0.0331,84.931,4
50ID9KN4y15DZIqjIIJXkP,Chicago Bae,Chicago Bae,Ric Wilson,2020-04-22,191070,47,0.637,0.348,0.755,0.0,0.128,-6.216,0.128,161.024,4
6GCIYIWUBSLontW6divqsw,Stay Flo,When I Get Home,Solange,2019-03-01,175706,66,0.823,0.397,0.558,2.03e-05,0.0821,-7.119,0.0278,155.974,4
11xILcyUmIjr2XpM6mpEvA,Play Too Much,Play Too Much,Kyle Dion,2020-02-21,197205,57,0.877,0.456,0.452,4.37e-06,0.139,-5.773,0.0898,110.021,4
3waaRJJlv7BIAxDeq9lCuY,We Don't Funk,We Don't Funk,KIRBY,2020-01-17,122738,47,0.711,0.234,0.856,0.00943,0.627,-6.969,0.199,84.06,4
6y61PWqUIT6jqR0lElYTiM,Ants,Ants,Tank and The Bangas,2019-03-01,305506,45,0.445,0.474,0.612,7e-05,0.125,-7.623,0.21,171.444,4
0E8GYDcN69ahYTUEQMTHNr,all of your love,all of your love,Luke James,2019-11-15,218714,44,0.633,0.0478,0.755,0.00184,0.0854,-5.616,0.0508,79.998,4
3GGhyTPYDufku46UtvLTPi,Slowly,Slowly,ODIE,2020-01-30,187968,63,0.582,0.704,0.311,0.082,0.1,-13.676,0.0322,127.998,4
10E2KfpFsiSAOkl6fteRVF,Square 1,Square 1,Mahalia,2019-08-23,220306,47,0.707,0.227,0.601,0.00866,0.118,-5.231,0.0388,86.005,4
4K9cCtDfk9pr6EGFzl0ec8,Intentions,Intentions,Big Boi,2019-09-13,223301,2,0.84,0.0111,0.689,0.0022,0.106,-6.306,0.165,116.97,4
6SKQvtF2QMELjqpnAyrH6O,Western World,Western World,LION BABE,2019-03-08,253000,44,0.781,0.107,0.566,0.0,0.114,-6.292,0.143,103.957,4
04jVEb76Kw5OrmGtlXlHxI,Time Alone With You (feat. Daniel Caesar),Time Alone With You (feat. Daniel Caesar),Jacob Collier,2019-11-29,255946,58,0.669,0.322,0.352,0.0,0.484,-11.18,0.455,76.851,4
0TtSoFrbLGjmpIgY4KgBeq,King James,King James,Anderson .Paak,2019-03-15,197963,0,0.771,0.0779,0.889,6.53e-05,0.0426,-7.93,0.0777,108.015,4
2m0BIvy0p9oCTxDmJkzMyl,My Side,My Side,lophiile,2019-02-21,206960,0,0.747,0.448,0.412,0.00448,0.0819,-6.122,0.0379,91.993,4
0eM7kmyvr2cWFH8oNAk8FB,Feel Good,St. Mark Rd.,Terrell Hines,2019-10-11,237522,47,0.572,0.118,0.571,0.0074,0.124,-7.902,0.0771,72.03,4
2WwwfnTUm4yUK8stRMPd7V,Pink Youth,Pink Youth,Yuna,2019-06-28,240880,46,0.732,0.239,0.886,0.000308,0.779,-5.445,0.0994,113.498,4
1P9KFw6u4vX7hbFcFZd1yL,Love Me Like (feat. DUCKWRTH),Love Me Like (feat. DUCKWRTH),Rayana Jay,2019-03-15,164745,45,0.868,0.713,0.58,0.00297,0.105,-9.575,0.276,117.998,4
4yOT0bYT83QZ0aXlJ3Tb2p,Charcoal Baby,Charcoal Baby,Blood Orange,2018-07-26,242341,0,0.627,0.149,0.479,0.000423,0.135,-7.648,0.0387,183.255,4
2cXlc9LWmg2N8t4KgVWZAl,Carrot Juice,Carrot Juice,Salaam Remi,2019-03-15,289445,43,0.549,0.0992,0.693,0.287,0.0813,-8.668,0.0733,90.023,4
61lMfe2aGI4EjrlVK03ZoI,I Feel a Change,I Feel a Change,Charles Bradley,2018-09-06,266120,0,0.485,0.389,0.531,6.31e-05,0.0925,-5.213,0.0364,80.489,3
15qljmrsinxDSec3Y0Hql2,Don't Stop The Groove,Don't Stop The Groove,Rudey Barnes,2019-11-22,214000,42,0.635,0.0275,0.597,0.0268,0.097,-8.209,0.0538,63.972,4
1dNn4yHdCYJO8ILH43GfUF,Voodoo,Voodoo,Patrick Paige II,2018-05-08,222079,49,0.598,0.18,0.554,0.0343,0.188,-7.733,0.0496,78.016,4
2TyCAfhwu5tRqFW8VnGMIL,Don't Touch My Hair (feat. Sampha),A Seat at the Table,Solange,2016-09-30,257546,58,0.823,0.409,0.411,0.00135,0.649,-7.061,0.0557,90.997,4
4Ipmi2u1eQ45RaYk4Rl512,Blank Marquee,Blank Marquee,Yuna,2019-05-16,220773,48,0.849,0.404,0.77,0.000213,0.15,-6.054,0.058,113.324,4
1mC7u32zemMLC1mVOU02Pm,U Send Me Swingin',From The Mint Factory,Mint Condition,1993-01-01,314537,54,0.608,0.123,0.569,0.0,0.151,-5.835,0.0283,72.076,4
4zAxfkmJqsaHqFu1YPMS5a,You're Always On My Mind,It's About Time,SWV,1992-10-27,317360,54,0.621,0.0116,0.583,0.0,0.115,-10.127,0.0345,137.534,4
6x53SJOV1PAZ8ZUwH4NFXQ,Knockin' da Boots,Fever for da Flavor,H-Town,1993-01-28,330945,61,0.726,0.155,0.501,0.0,0.0893,-13.884,0.154,128.099,4
4lRrk574qIHpoEEKC1zuam,At Your Best (You Are Love),Age Ain't Nothing But A Number,Aaliyah,1994-05-22,291400,64,0.626,0.761,0.441,0.0138,0.0685,-10.637,0.0308,78.094,4
6ygcYdLszK2DJUU7BWuCxx,It Never Rains (In Southern California),Tony! Toni! Tone'! Greatest Hits,Tony! Toni! Toné!,1997-01-01,296306,47,0.714,0.274,0.507,0.0,0.0377,-8.481,0.0437,79.871,4
5yMQERKmNx6ajo4qHi1KT2,Sending My Love,Pronounced Jah-Nay,Zhané,1994-01-01,221173,56,0.713,0.0323,0.503,0.167,0.0601,-9.663,0.0575,95.019,4
4XhrowM5IKGCRrY2HzYBH3,All I Do Is Think of You,Attitude,Troop,1989-10-20,229053,55,0.534,0.0143,0.7,0.0,0.197,-8.71,0.0446,122.609,4
5mCQirG6bW3iDN0gpdoxrP,Use Your Heart,Best Of SWV,SWV,2001-11-06,289240,50,0.625,0.105,0.459,0.000162,0.334,-9.537,0.0372,73.927,4
6SkGfPa77E4giShVbk9N6R,Soon as I Get Home,Faith,Faith Evans,1995,324280,57,0.652,0.519,0.498,0.0,0.149,-6.2,0.0413,120.141,4
6s4xndGKUhW0xXPYvFlwcL,Other Side Of The Game,Baduizm,Erykah Badu,1997-01-01,393733,58,0.657,0.433,0.253,0.514,0.116,-10.665,0.0855,83.213,4
125dAqUSmX1nOG50fBz9vb,Beauty,Enter The Dru,Dru Hill,1998-01-01,272560,58,0.725,0.588,0.278,0.0,0.0869,-14.345,0.0704,119.788,4
0TEPE1KMWY0satuZIBtuRt,All I See,Changes,Christopher Williams,1992-01-01,260666,48,0.648,0.0231,0.727,0.000648,0.0673,-9.648,0.0404,144.004,4
0JukF7Yf5qF10ntu6lpJ5I,Stay,Forever My Lady,Jodeci,1991-05-28,312040,54,0.657,0.0706,0.369,0.0,0.494,-13.153,0.037,129.965,4
1CrWoWuxupYY1vi1XRdpBX,Something in My Heart,Michel'le,Michel'le,1989,353000,54,0.698,0.166,0.434,0.000566,0.0658,-12.892,0.0272,130.295,4
3xhXKRGahWzcXF8rD5gUvd,Nothing Even Matters,The Miseducation of Lauryn Hill,Ms. Lauryn Hill,1998-08-25,350533,0,0.539,0.701,0.363,3.18e-06,0.14,-13.888,0.166,136.422,4
0BEUswN4YNySo3KRVrAqCq,Let's Chill,The Future,Guy,1990-11-13,323826,0,0.574,0.0791,0.399,0.0,0.0383,-12.866,0.0363,74.555,4
3kVIFDE3G89I2RPVkiRaRj,Cupid,112,112,1996-08-27,252266,62,0.685,0.373,0.38,0.0,0.0371,-11.219,0.112,175.562,4
0KHHrBbdvuJ6knLxj7dqkw,"All the Times (feat. Faith Evans, Coko & Missy Elliott)",Levert.Sweat.Gill,LSG,1997-10-31,291706,52,0.732,0.0687,0.42,1.28e-06,0.289,-6.867,0.0514,137.45,4
19asXa48FNoDzO8PaQm9MN,Softest Place On Earth,Traces Of My Lipstick,Xscape,1998-05-01,256720,50,0.773,0.415,0.309,0.00014,0.111,-8.5,0.0339,128.105,4
21fXrzSxu2y51Yqf57QycI,Happily Ever After,Personal Conversation,Case,1999-01-01,276000,54,0.747,0.138,0.609,0.0,0.105,-6.985,0.0347,120.051,4
02D9uD9WQb834Lb54xCvDS,Love U 4 Life,"The Show, The After Party, The Hotel",Jodeci,1995-01-01,290066,55,0.606,0.349,0.648,0.0,0.639,-7.802,0.0466,59.041,4
74glbwcJjpaHIk4uqHilnM,Pleasure & Pain,112,112,1996-08-27,256959,44,0.673,0.0249,0.539,0.0,0.188,-7.648,0.0293,117.689,4
2yOm4lN7aTygtXanJFNFWU,"Any Time, Any Place",Janet,Janet Jackson,1993-05-18,428200,59,0.571,0.604,0.232,0.000246,0.119,-11.309,0.0699,128.785,4
3efy0g1He1zJ4B94VMbbBo,Baby I'm Ready,Rope A Dope Style,Levert,1990-10-16,322200,52,0.781,0.106,0.317,0.0,0.175,-9.697,0.0405,121.844,4
5nS5mDWAyce9gjD8crHcZX,I Gotta Be,A Jagged Era,Jagged Edge,1997-10-21,215266,58,0.719,0.651,0.362,0.0,0.114,-11.547,0.0276,109.915,4
3KwBXx4v79jKrITc0WBw6H,Whip Appeal,Tender Lover,Babyface,1989-07-07,331200,45,0.745,0.593,0.453,0.0,0.173,-9.694,0.0288,109.616,3
2PtwvKN5m8B0HVel2kOdoX,Lose Control,Lose Control,Silk,1992,314866,52,0.527,0.72,0.389,0.0,0.0997,-11.687,0.0302,119.939,4
1e5DTpM1WeggytDXbphivX,Kissin' You,Total,Total,1996-01-30,282333,55,0.746,0.302,0.493,0.00957,0.109,-9.427,0.0997,82.04,4
7EgBkZlqWRwvjmyc115LLR,Don't Be Afraid - Sex You Down Some Mo' Version,The Truth,Aaron Hall,1993-01-01,271673,43,0.507,0.133,0.709,0.0,0.447,-6.751,0.0484,135.814,4
0MrD47wtvAu6igsy8vqUzN,Uhh Ahh,Cooleyhighharmony - Expanded Edition,Boyz II Men,2009-01-01,228866,48,0.722,0.151,0.661,0.0,0.233,-8.236,0.0844,126.007,4
4OXAYBy41owXhbOoi932y0,I Got A Thang 4 Ya!,Radio Waves Of The '90s: Urban Hits,Various Artists,2002-01-01,257399,45,0.773,0.245,0.621,0.0,0.219,-9.02,0.0433,132.996,4
5xLDmkobOw674TLTBBmnuN,I Get Lonely,The Velvet Rope,Janet Jackson,1997-10-07,317560,58,0.799,0.291,0.514,0.0,0.518,-6.794,0.0478,125.104,4
78fii1y8vrGtn5YtHEnpaN,Ready Or Not,The Very Best Of After 7,After 7,1997-01-01,272933,47,0.713,0.0377,0.737,0.0,0.102,-7.42,0.0318,141.691,4
0uOPGU4CbYxzFxn6T7sblW,If I Ever Fall In Love,If I Ever Fall In Love,Shai,1992-01-01,289693,54,0.631,0.0949,0.304,0.0,0.285,-12.239,0.0349,128.019,4
5ljnOdrl3v8oYC2Llknvna,Cherish the Day,Love Deluxe,Sade,1992-12-16,332133,0,0.68,0.0121,0.39,0.0854,0.105,-13.239,0.0546,80.148,4
4cVWa9vuwfPOukSIZN9012,How Many Ways,Toni Braxton,Toni Braxton,1993-07-12,288093,53,0.688,0.0682,0.758,0.0,0.192,-6.453,0.0819,77.906,4
2rkVoKVEMuct8SmEIGKzBw,Before I Let You Go,Blackstreet,Blackstreet,1994-01-01,299800,58,0.67,0.325,0.468,0.0,0.0516,-6.725,0.0328,140.069,4
4SF1747p541umnykBp352Q,Nobody (feat. Athena Cage),Keith Sweat,Keith Sweat,1996,264773,64,0.699,0.484,0.492,0.0,0.0482,-9.449,0.0318,117.907,4
2cXdUg5c57C4b2qLCqHAOX,Insatiable,Diamonds and Pearls,Prince,1991-10-01,399666,25,0.735,0.443,0.339,0.00564,0.0778,-11.956,0.0456,121.779,3
3xWWs8xnzh3sg7F6KlhfSC,Shhh,The Best of Tevin Campbell,Tevin Campbell,2001,294800,46,0.547,0.171,0.59,0.0,0.0391,-9.194,0.0373,126.11,4
6xYd4zCVeSp80Un2Rl9wDs,Cruisin' - Carl Mackintosh Mix,Brown Sugar,D'Angelo,1995-07-03,384666,0,0.407,0.381,0.525,0.000452,0.0816,-12.725,0.166,74.34,4
44QrzYVAHFC9WMN91GEo9H,Take Our Time,Crazysexycool,TLC,1994-11-15,274000,48,0.645,0.00495,0.56,9.51e-05,0.0501,-8.762,0.0345,141.872,4
3UGNdLrhhsK0SY9gNqe8TT,All The Things (Your Man Won't Do),All That I Am,Joe,1997-09-23,380533,59,0.573,0.247,0.679,0.0,0.321,-6.774,0.0423,66.215,4
3bhZuw0gZRLEOGeggjWzpP,You Put a Move on My Heart,Tamia,Tamia,1998,372640,50,0.492,0.591,0.438,9.62e-05,0.116,-6.984,0.0273,149.74,3
51QxenFmXlJXUN9mpvxlaL,Nobody's Supposed to Be Here,One Wish,Deborah Cox,1998-09-17,262333,57,0.662,0.202,0.531,1.16e-05,0.595,-5.3,0.0361,119.957,4
0aqVhoenCvorCVcEZEfiLS,Sara Smile,The Very Best Of After 7,After 7,1997-01-01,272333,48,0.705,0.0881,0.55,1.25e-06,0.0549,-6.276,0.0413,137.977,4
2gQ3lDcFYa3yFOkaw8PtuO,Anytime,Anytime,Brian McKnight,1997-01-01,273438,55,0.747,0.0188,0.44,0.000817,0.0397,-8.463,0.0314,129.834,4
4C5GsegFD0j5ujSr1y93Oj,Knocks Me Off My Feet,Songs In The Key Of Life,Stevie Wonder,1976-09-28,216426,57,0.496,0.295,0.488,6.85e-06,0.132,-14.195,0.0305,181.042,4
6OLlACmD4AlW2N7CWVhVxO,Say So,Say So,PJ Morton,2019-02-14,212973,49,0.502,0.591,0.409,0.0,0.113,-7.581,0.0512,75.231,4
13g01AZFJxiAj6s5nfD4PJ,Sent From Heaven,Sent From Heaven,Rahsaan Patterson,2019-03-22,239600,0,0.532,0.0614,0.562,0.000743,0.0933,-7.951,0.0304,73.017,4
6S9r5o2iLnozhYFiFa1YDn,Nothing Can Come Between Us - Remastered,The Essential Sade,Sade,2011,232666,0,0.728,0.406,0.68,0.34,0.0513,-9.488,0.0301,103.74,4
3buWaZh2ajXTWsdp8XTBKk,Anything For You,Anything For You,Ledisi,2020-04-03,256542,51,0.575,0.611,0.401,0.0,0.113,-8.012,0.164,133.531,3
1HdNTlZrGTlgxDn31GB6Sv,Inside My Love - Remastered,Capitol Gold: The Best Of Minnie Riperton,Minnie Riperton,1993-01-01,238693,56,0.527,0.519,0.279,0.0211,0.116,-12.679,0.0297,90.728,4
6KTPvBjPoFdFOe5qHLXZk0,Heaven Sent,The Colored Section,Donnie,2002,303773,36,0.572,0.202,0.708,2.98e-06,0.306,-9.173,0.0591,92.044,4
7yc2aZLGtx5Y30N8T896tu,Cure,Cure,Moonchild,2017-03-21,246146,0,0.583,0.4,0.296,0.00357,0.361,-13.166,0.0723,89.93,4
7dL8FCLzEaWC2A3qWQuz1q,What You Won't Do for Love,What You Won't Do for Love,Bobby Caldwell,1991-10-10,286493,63,0.642,0.461,0.397,0.000834,0.106,-16.842,0.0639,84.064,4
42CgYmz74tNngUErbZ48x6,Back Together (feat. Rick James),Back Together (feat. Rick James),Anthony Hamilton,2020-05-15,238717,47,0.589,0.00413,0.856,0.0,0.136,-5.602,0.0558,88.978,4
1HazDXnvOTubBFmZnabq7Q,So In Love - feat. Anthony Hamilton,The Light of the Sun (Deluxe Version),Jill Scott,2011-06-21,275400,32,0.709,0.363,0.704,0.0,0.344,-6.021,0.0486,102.003,4
2f9mmR37OEceYERbXml0Nj,Another Life,Black Messiah,D'Angelo,2014-12-15,358626,53,0.572,0.127,0.61,0.0295,0.0953,-7.994,0.0448,71.254,4
43xxfVyOeF3dwKfnzZgq5S,Ribbon In The Sky - 1982 Musiquarium Version,Original Musiquarium,Stevie Wonder,1982-05-04,337066,0,0.605,0.745,0.302,0.000724,0.109,-13.611,0.0316,136.993,4
4QSjp5nuuNAdlzUbVhICRM,I Can't Help It,Radio Music Society,Esperanza Spalding,2012-01-01,282053,36,0.608,0.816,0.392,0.004,0.184,-14.797,0.0551,109.962,4
3Z6DV0jsGqCs4whsfda7lX,Sweet Love,80's The Collection,Various Artists,2017-06-23,266200,57,0.504,0.36,0.728,0.0,0.159,-5.699,0.0234,89.255,4
64mSigGWctZbfbfFpmBeer,Show Me the Way,Illumination,"Earth, Wind & Fire",2005,467733,0,0.602,0.428,0.497,0.000978,0.342,-5.865,0.0534,139.99,4
0miHCBjdt3mvJAKQGnS22b,THIS COULD BE US,Chasing Goosebumps,The PLAYlist,2017-02-17,258577,33,0.696,0.222,0.655,0.000996,0.164,-7.231,0.0494,80.007,4
1oiD5zGVKxlMNCxSUXGL9g,The Greatest,We Are KING,We Are KING,2016-02-05,195424,38,0.601,0.00904,0.822,0.0159,0.0617,-5.407,0.0352,167.927,4
36tR7kGlYwgi9IWpuUSbp1,Still,The Transition of Mali,Mali Music,2017-06-02,290240,42,0.327,0.466,0.391,0.0,0.187,-7.353,0.0385,140.733,3
0ZUF8IsGwFVBTMKi32BpjJ,All I Do,All I Do,Shawn Stockman,2020-03-06,217040,40,0.66,0.618,0.374,0.0,0.563,-7.005,0.0603,135.973,4
1emvYBqAWFPpFUQyhBG9He,I'd Give My Life For You - Alternate Mix,Let's Get It On,Marvin Gaye,1973-08-28,209000,36,0.223,0.315,0.409,0.0,0.183,-8.256,0.0334,80.15,3
4dlh921u5Ojn59FK2TOC24,Beautiful Surprise,Voyage To India,India.Arie,2002-01-01,148680,32,0.464,0.388,0.222,0.0,0.125,-11.977,0.0501,77.133,4
5dlfvkyZOuBCFP1KbzRHUx,Orange Moon,Mama's Gun,Erykah Badu,2000-10-31,430000,51,0.468,0.464,0.149,0.000276,0.152,-13.976,0.0363,97.965,3
6tQX9qDeJ88Vhk7uZfFvNo,"Forever, For Always, For Love",Outrun The Sky,Lalah Hathaway,2004-10-05,352400,45,0.538,0.663,0.305,0.00033,0.0824,-10.858,0.0263,105.893,3
4RSKpohiL1nDPn7rGxsBYl,You Were Meant for Me,Never My Love: The Anthology,Donny Hathaway,2013-11-05,231066,33,0.366,0.471,0.248,9.81e-05,0.122,-17.548,0.0283,82.402,4
22Ixvd6v1ofmishJchJfvN,No Limit,The Arrival,Kindred The Family Soul,2008-10-21,216813,28,0.362,0.493,0.677,0.0,0.16,-6.833,0.464,185.844,4
